event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change
match,78,2025-05-11T13:10:00,2025,9,Richmond,West Coast,81.0,79.0,win,1400.3231552496368,1401.3576872172916,1.0345319676547753
match,78,2025-05-11T13:10:00,2025,9,West Coast,Richmond,79.0,81.0,loss,1369.668874916644,1368.6343429489891,-1.0345319676547753
match,79,2025-05-11T15:20:00,2025,9,Geelong,Greater Western Sydney,101.0,105.0,loss,1552.6246796831108,1549.9531354622472,-2.671544220863522
match,79,2025-05-11T15:20:00,2025,9,Greater Western Sydney,Geelong,105.0,101.0,win,1519.6603799363538,1522.3319241572174,2.671544220863522
match,80,2025-05-11T16:40:00,2025,9,North Melbourne,Brisbane Lions,71.0,71.0,draw,1366.5158281218135,1366.5158281218135,0.0
match,80,2025-05-11T16:40:00,2025,9,Brisbane Lions,North Melbourne,71.0,71.0,draw,1590.6093233414192,1590.6093233414192,-0.0
match,81,2025-05-15T19:30:00,2025,10,Gold Coast,Hawthorn,104.0,96.0,win,1499.8613663988426,1502.6553003793151,2.7939339804725694
match,81,2025-05-15T19:30:00,2025,10,Hawthorn,Gold Coast,96.0,104.0,loss,1536.6281407665176,1533.8342067860451,-2.7939339804725694
match,82,2025-05-16T19:40:00,2025,10,Sydney,Carlton,78.0,62.0,win,1549.735008653878,1552.6493674668227,2.914358812944841
match,82,2025-05-16T19:40:00,2025,10,Carlton,Sydney,62.0,78.0,loss,1515.1774374197364,1512.2630786067916,-2.914358812944841
match,83,2025-05-17T13:20:00,2025,10,Collingwood,Adelaide,78.0,68.0,win,1550.7388052131928,1553.008133641083,2.26932842789031
match,83,2025-05-17T13:20:00,2025,10,Adelaide,Collingwood,68.0,78.0,loss,1498.5531901724048,1496.2838617445145,-2.26932842789031
match,84,2025-05-17T16:15:00,2025,10,Greater Western Sydney,Fremantle,61.0,95.0,loss,1522.3319241572174,1516.1957296813273,-6.136194475890043
match,84,2025-05-17T16:15:00,2025,10,Fremantle,Greater Western Sydney,95.0,61.0,win,1510.231966121629,1516.3681605975191,6.136194475890043
match,85,2025-05-17T16:15:00,2025,10,Port Adelaide,Geelong,39.0,115.0,loss,1520.798752965186,1513.903466109869,-6.895286855316876
match,85,2025-05-17T16:15:00,2025,10,Geelong,Port Adelaide,115.0,39.0,win,1549.9531354622472,1556.8484223175642,6.895286855316876
match,86,2025-05-17T19:35:00,2025,10,Western Bulldogs,Essendon,127.0,36.0,win,1542.3990122282764,1546.856489396441,4.457477168164518
match,86,2025-05-17T19:35:00,2025,10,Essendon,Western Bulldogs,36.0,127.0,loss,1484.7719707963454,1480.3144936281808,-4.457477168164518
match,87,2025-05-18T13:10:00,2025,10,Richmond,North Melbourne,74.0,78.0,loss,1401.3576872172916,1398.6754943472988,-2.682192869992805
match,87,2025-05-18T13:10:00,2025,10,North Melbourne,Richmond,78.0,74.0,win,1366.5158281218135,1369.1980209918063,2.682192869992805
match,88,2025-05-18T15:20:00,2025,10,Brisbane Lions,Melbourne,88.0,99.0,loss,1590.6093233414192,1585.7749608228983,-4.83436251852095
