event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change,venue
match,16512.0,2020-07-05 05:35:00+00:00,2020,5,Melbourne,Richmond,52.0,79.0,loss,1494.9621335615666,1489.3930702149892,-5.569063346577331,M.C.G.
match,16512.0,2020-07-05 05:35:00+00:00,2020,5,Richmond,Melbourne,79.0,52.0,win,1493.9853832107476,1499.554446557325,5.569063346577331,M.C.G.
match,16513.0,2020-07-05 08:10:00+00:00,2020,5,Greater Western Sydney,Hawthorn,83.0,49.0,win,1496.3772885570634,1500.7455610405366,4.3682724834731665,Sydney Showground
match,16513.0,2020-07-05 08:10:00+00:00,2020,5,Hawthorn,Greater Western Sydney,49.0,83.0,loss,1506.5399415408829,1502.1716690574096,-4.3682724834731665,Sydney Showground
match,16514.0,2020-07-09 09:40:00+00:00,2020,6,Geelong,Brisbane Lions,73.0,46.0,win,1505.79381359824,1509.8058617614552,4.012048163215195,S.C.G.
match,16514.0,2020-07-09 09:40:00+00:00,2020,6,Brisbane Lions,Geelong,46.0,73.0,loss,1511.7071694756103,1507.695121312395,-4.012048163215195,S.C.G.
match,16515.0,2020-07-10 09:50:00+00:00,2020,6,Collingwood,Hawthorn,59.0,27.0,win,1505.4096414672736,1509.5109807224057,4.1013392551321095,Sydney Showground
match,16515.0,2020-07-10 09:50:00+00:00,2020,6,Hawthorn,Collingwood,27.0,59.0,loss,1502.1716690574096,1498.0703298022775,-4.1013392551321095,Sydney Showground
match,16516.0,2020-07-11 02:35:00+00:00,2020,6,Fremantle,St Kilda,79.0,73.0,win,1491.5095045941625,1493.7943458191191,2.2848412249565686,Carrara
match,16516.0,2020-07-11 02:35:00+00:00,2020,6,St Kilda,Fremantle,73.0,79.0,loss,1507.3380595724188,1505.0532183474622,-2.2848412249565686,Carrara
match,16517.0,2020-07-11 05:05:00+00:00,2020,6,West Coast,Adelaide,67.0,34.0,win,1495.1491053545694,1499.1085459159053,3.9594405613359624,Gabba
match,16517.0,2020-07-11 05:05:00+00:00,2020,6,Adelaide,West Coast,34.0,67.0,loss,1478.9999047643528,1475.0404642030169,-3.9594405613359624,Gabba
match,16518.0,2020-07-11 08:05:00+00:00,2020,6,Melbourne,Gold Coast,80.0,63.0,win,1489.3930702149892,1492.8929761975935,3.4999059826043886,Sydney Showground
match,16518.0,2020-07-11 08:05:00+00:00,2020,6,Gold Coast,Melbourne,63.0,80.0,loss,1501.3779802283655,1497.8780742457611,-3.4999059826043886,Sydney Showground
match,16519.0,2020-07-11 09:40:00+00:00,2020,6,Essendon,North Melbourne,67.0,53.0,win,1508.8251437296192,1511.8170080794816,2.991864349862401,Carrara
match,16519.0,2020-07-11 09:40:00+00:00,2020,6,North Melbourne,Essendon,53.0,67.0,loss,1495.675606065754,1492.6837417158915,-2.991864349862401,Carrara
match,16520.0,2020-07-12 03:05:00+00:00,2020,6,Port Adelaide,Greater Western Sydney,63.0,46.0,win,1516.8631229426571,1520.0452839733084,3.1821610306513266,Carrara
match,16520.0,2020-07-12 03:05:00+00:00,2020,6,Greater Western Sydney,Port Adelaide,46.0,63.0,loss,1500.7455610405366,1497.5634000098853,-3.1821610306513266,Carrara
match,16521.0,2020-07-12 05:35:00+00:00,2020,6,Richmond,Sydney,34.0,26.0,win,1499.554446557325,1501.9821455169056,2.4276989595804914,Gabba
match,16521.0,2020-07-12 05:35:00+00:00,2020,6,Sydney,Richmond,26.0,34.0,loss,1493.0537261475815,1490.626027188001,-2.4276989595804914,Gabba
match,16522.0,2020-07-12 08:45:00+00:00,2020,6,Carlton,Western Bulldogs,103.0,51.0,win,1493.086182423229,1498.0149539036865,4.928771480457527,Carrara
match,16522.0,2020-07-12 08:45:00+00:00,2020,6,Western Bulldogs,Carlton,51.0,103.0,loss,1503.346292765906,1498.4175212854484,-4.928771480457527,Carrara
match,16523.0,2020-07-16 10:10:00+00:00,2020,7,Geelong,Collingwood,35.0,57.0,loss,1509.8058617614552,1504.605452612606,-5.200409148849068,Perth Stadium
match,16523.0,2020-07-16 10:10:00+00:00,2020,7,Collingwood,Geelong,57.0,35.0,win,1509.5109807224057,1514.7113898712548,5.200409148849068,Perth Stadium
match,16524.0,2020-07-17 09:50:00+00:00,2020,7,Essendon,Western Bulldogs,51.0,93.0,loss,1511.8170080794816,1505.2723202805887,-6.544687798892961,Carrara
match,16524.0,2020-07-17 09:50:00+00:00,2020,7,Western Bulldogs,Essendon,93.0,51.0,win,1498.4175212854484,1504.9622090843413,6.544687798892961,Carrara
match,16525.0,2020-07-18 03:45:00+00:00,2020,7,Greater Western Sydney,Brisbane Lions,68.0,88.0,loss,1497.5634000098853,1492.6546174494158,-4.908782560469545,Sydney Showground
match,16525.0,2020-07-18 03:45:00+00:00,2020,7,Brisbane Lions,Greater Western Sydney,88.0,68.0,win,1507.695121312395,1512.6039038728645,4.908782560469545,Sydney Showground
match,16526.0,2020-07-18 06:35:00+00:00,2020,7,Sydney,Gold Coast,60.0,92.0,loss,1490.626027188001,1484.870613519012,-5.755413668988815,S.C.G.
match,16526.0,2020-07-18 06:35:00+00:00,2020,7,Gold Coast,Sydney,92.0,60.0,win,1497.8780742457611,1503.63348791475,5.755413668988815,S.C.G.
match,16527.0,2020-07-18 09:40:00+00:00,2020,7,Richmond,North Melbourne,77.0,23.0,win,1501.9821455169056,1506.643675933703,4.66153041679737,Carrara
match,16527.0,2020-07-18 09:40:00+00:00,2020,7,North Melbourne,Richmond,23.0,77.0,loss,1492.6837417158915,1488.0222112990941,-4.66153041679737,Carrara
match,16528.0,2020-07-19 03:05:00+00:00,2020,7,Carlton,Port Adelaide,61.0,64.0,loss,1498.0149539036865,1496.0245977719057,-1.990356131780867,Gabba
match,16528.0,2020-07-19 03:05:00+00:00,2020,7,Port Adelaide,Carlton,64.0,61.0,win,1520.0452839733084,1522.0356401050892,1.990356131780867,Gabba
match,16529.0,2020-07-19 05:35:00+00:00,2020,7,Hawthorn,Melbourne,48.0,91.0,loss,1498.0703298022775,1491.6060512983681,-6.464278503909372,Sydney Showground
match,16529.0,2020-07-19 05:35:00+00:00,2020,7,Melbourne,Hawthorn,91.0,48.0,win,1492.8929761975935,1499.3572547015028,6.464278503909372,Sydney Showground
match,16530.0,2020-07-19 08:35:00+00:00,2020,7,Fremantle,West Coast,32.0,62.0,loss,1493.7943458191191,1488.124847143854,-5.6694986752651335,Perth Stadium
match,16530.0,2020-07-19 08:35:00+00:00,2020,7,West Coast,Fremantle,62.0,32.0,win,1499.1085459159053,1504.7780445911706,5.6694986752651335,Perth Stadium
match,16531.0,2020-07-20 09:40:00+00:00,2020,7,Adelaide,St Kilda,55.0,78.0,loss,1475.0404642030169,1470.148470832961,-4.89199337005581,Adelaide Oval
match,16531.0,2020-07-20 09:40:00+00:00,2020,7,St Kilda,Adelaide,78.0,55.0,win,1505.0532183474622,1509.945211717518,4.89199337005581,Adelaide Oval
match,16532.0,2020-07-23 09:40:00+00:00,2020,8,Gold Coast,Western Bulldogs,46.0,51.0,loss,1503.63348791475,1500.8480969968289,-2.7853909179210774,Carrara
match,16532.0,2020-07-23 09:40:00+00:00,2020,8,Western Bulldogs,Gold Coast,51.0,46.0,win,1504.9622090843413,1507.7476000022625,2.7853909179210774,Carrara
match,16533.0,2020-07-24 09:50:00+00:00,2020,8,Greater Western Sydney,Richmond,62.0,50.0,win,1492.6546174494158,1495.7414619639958,3.086844514580012,Sydney Showground
match,16533.0,2020-07-24 09:50:00+00:00,2020,8,Richmond,Greater Western Sydney,50.0,62.0,loss,1506.643675933703,1503.556831419123,-3.086844514580012,Sydney Showground
match,16534.0,2020-07-25 03:05:00+00:00,2020,8,North Melbourne,Carlton,57.0,64.0,loss,1488.0222112990941,1484.7879281962537,-3.2342831028404553,Gabba
match,16534.0,2020-07-25 03:05:00+00:00,2020,8,Carlton,North Melbourne,64.0,57.0,win,1496.0245977719057,1499.2588808747462,3.2342831028404553,Gabba
match,16535.0,2020-07-25 05:35:00+00:00,2020,8,Sydney,Hawthorn,60.0,53.0,win,1484.870613519012,1487.2582171298366,2.3876036108245238,S.C.G.
match,16535.0,2020-07-25 05:35:00+00:00,2020,8,Hawthorn,Sydney,53.0,60.0,loss,1491.6060512983681,1489.2184476875436,-2.3876036108245238,S.C.G.
match,16536.0,2020-07-25 09:40:00+00:00,2020,8,Port Adelaide,St Kilda,44.0,73.0,loss,1522.0356401050892,1516.1903190646044,-5.84532104048486,Adelaide Oval
match,16536.0,2020-07-25 09:40:00+00:00,2020,8,St Kilda,Port Adelaide,73.0,44.0,win,1509.945211717518,1515.7905327580029,5.84532104048486,Adelaide Oval
match,16537.0,2020-07-26 03:05:00+00:00,2020,8,Adelaide,Essendon,59.0,62.0,loss,1470.148470832961,1468.2252021612046,-1.9232686717563745,Adelaide Oval
match,16537.0,2020-07-26 03:05:00+00:00,2020,8,Essendon,Adelaide,62.0,59.0,win,1505.2723202805887,1507.1955889523451,1.9232686717563745,Adelaide Oval
match,16538.0,2020-07-26 05:35:00+00:00,2020,8,West Coast,Collingwood,111.0,45.0,win,1504.7780445911706,1510.01789746787,5.239852876699382,Perth Stadium
match,16538.0,2020-07-26 05:35:00+00:00,2020,8,Collingwood,West Coast,45.0,111.0,loss,1514.7113898712548,1509.4715369945554,-5.239852876699382,Perth Stadium
match,16539.0,2020-07-26 08:10:00+00:00,2020,8,Melbourne,Brisbane Lions,49.0,53.0,loss,1499.3572547015028,1496.9559737095806,-2.401280991922295,Carrara
match,16539.0,2020-07-26 08:10:00+00:00,2020,8,Brisbane Lions,Melbourne,53.0,49.0,win,1512.6039038728645,1515.0051848647868,2.401280991922295,Carrara
match,16540.0,2020-07-27 10:10:00+00:00,2020,8,Fremantle,Geelong,16.0,48.0,loss,1488.124847143854,1482.4997663916806,-5.625080752173334,Perth Stadium
match,16540.0,2020-07-27 10:10:00+00:00,2020,8,Geelong,Fremantle,48.0,16.0,win,1504.605452612606,1510.2305333647794,5.625080752173334,Perth Stadium
match,16541.0,2020-07-29 09:10:00+00:00,2020,9,Western Bulldogs,Richmond,49.0,90.0,loss,1507.7476000022625,1501.3847067141967,-6.362893288065944,Carrara
match,16541.0,2020-07-29 09:10:00+00:00,2020,9,Richmond,Western Bulldogs,90.0,49.0,win,1503.556831419123,1509.9197247071888,6.362893288065944,Carrara
match,16542.0,2020-07-30 09:50:00+00:00,2020,9,Melbourne,Port Adelaide,32.0,83.0,loss,1496.9559737095806,1490.5725773186716,-6.383396390909028,Gabba
match,16542.0,2020-07-30 09:50:00+00:00,2020,9,Port Adelaide,Melbourne,83.0,32.0,win,1516.1903190646044,1522.5737154555134,6.383396390909028,Gabba
match,16543.0,2020-07-31 07:40:00+00:00,2020,9,Carlton,Hawthorn,58.0,89.0,loss,1499.2588808747462,1493.3199455495242,-5.938935325221986,Perth Stadium
match,16543.0,2020-07-31 07:40:00+00:00,2020,9,Hawthorn,Carlton,89.0,58.0,win,1489.2184476875436,1495.1573830127656,5.938935325221986,Perth Stadium
match,16544.0,2020-07-31 10:10:00+00:00,2020,9,Essendon,Brisbane Lions,28.0,91.0,loss,1507.1955889523451,1500.2518401301527,-6.943748822192353,Carrara
